name,address,area,county,zip,phone,備用電話號碼
惠良精神科診所,南投縣南投市民族路167號,南投市,南投縣,54058,0926-105977,
惠元診所,南投縣竹山鎮桂林里中正巷27-99號,竹山鎮,南投縣,55752,049-2651932,
惠承診所,南投縣埔里鎮和平東路417號,埔里鎮,南投縣,54554,049-2420453,
雲林縣衛生局,雲林縣斗六市府文路34號,斗六市,雲林縣,64054,05-5373488,
雲林縣社區心理衛生中心,雲林縣斗六市府文路34號,斗六市,雲林縣,64054,05-5370885,
信安醫療社團法人信安醫院,雲林縣斗六市瓦厝路159號,斗六市,雲林縣,64067,05-5223788,
國立成功大學醫學院附設醫院斗六分院,雲林縣斗六市莊敬路345號,斗六市,雲林縣,64043,05-5332121,
國立臺灣大學醫學院附設醫院雲林分院,雲林縣斗六市雲林路2段579號,斗六市,雲林縣,64041,05-5323911,
財團法人天主教若瑟醫院,雲林縣虎尾鎮新生路74號,虎尾鎮,雲林縣,63241,05-6337333,
彰化基督教醫療財團法人雲林基督教醫院,雲林縣西螺鎮新豐里市場南路375號,西螺鎮,雲林縣,64866,05-5871111,
中國醫藥大學北港附設醫院,雲林縣北港鎮新德路123號,北港鎮,雲林縣,65152,05-7837901,
佛教慈濟綜合醫院斗六門診中心,雲林縣斗六市雲林路2段248號 ,斗六市,雲林縣,65152,05-5372000,
長庚醫療財團法人雲林長庚紀念醫院,雲林縣麥寮鄉三盛村工業路707號,麥寮鄉,雲林縣,63862,05-6915151,
雲萱診所,雲林縣斗六市雲林路2段333號,斗六市,雲林縣,64041,05-5371688,
廖寶全診所,雲林縣虎尾鎮東明路182號,虎尾鎮,雲林縣,63243,05-6322584,
林文博診所,雲林縣斗六市仁愛里中華路232號,斗六市,雲林縣,64045,05-5326350,
嘉義縣衛生局,嘉義縣太保市祥和二路東段3號,太保市,嘉義縣,61249,05-3620600,
嘉義縣社區心理衛生中心,嘉義縣太保市祥和二路東段3號,太保市,嘉義縣,61249,05-3621150,
臺中榮民總醫院灣橋分院,嘉義縣竹崎鄉灣橋村石麻園38號,竹崎鄉,嘉義縣,60441,05-2791072,
衛生福利部朴子醫院,嘉義縣朴子市永和里42-50號,朴子市,嘉義縣,61347,05-3790600,
長庚醫療財團法人嘉義長庚紀念醫院,嘉義縣朴子市仁和里嘉朴路西段6號,朴子市,嘉義縣,61363,05-3621000,
佛教慈濟醫療財團法人大林慈濟醫院,嘉義縣大林鎮平林里民生路2號,大林鎮,嘉義縣,62247,05-2648000,
嘉義市衛生局,嘉義市西區德明路1號,西區,嘉義市,60097,05-2338042,
嘉義市社區心理衛生中心,嘉義市西區德明路1號,西區,嘉義市,60097,05-2328177,
陽明醫院,嘉義市東區吳鳳北路252號,東區,嘉義市,60045,05-2252000,
戴德森醫療財團法人嘉義基督教醫院,嘉義市東區中庄里忠孝路539號,東區,嘉義市,60002,05-2765041,
天主教中華聖母修女會醫療財團法人天主教聖馬爾定醫院,嘉義市東區短竹里大雅路2段565號,東區,嘉義市,60069,05-2756000,
臺中榮民總醫院嘉義分院,嘉義市西區劉厝里世賢路2段600號,西區,嘉義市,60090,05-2359630,
衛生福利部嘉義醫院,嘉義市西區北港路312號,西區,嘉義市,60096,05-2319090,
黎山診所,嘉義市東區大雅路2段356號,東區,嘉義市,60076,05-2769524,
新仁友診所,嘉義市東區文化路242號,東區,嘉義市,60044,05-2788595,
懷恩診所,嘉義市東區興中街137號,東區,嘉義市,60047,05-2277711,
郭育祥診所,嘉義市西區博愛路2段240號,西區,嘉義市,60059,05-2338855,
太和診所,嘉義市西區新榮路75號,西區,嘉義市,60054,05-2222856,
方克毅神經精神科診所,嘉義市西區長榮街286號,西區,嘉義市,60048,05-2222371,
周裕軒身心醫學診所,嘉義市東區民樂街141號,東區,嘉義市,60050,05-2229823,
臺南市衛生局(林森),臺南市東區林森路1段418號,東區,臺南市,70151,06-2679751#160~180,
臺南市衛生局(東興),臺南市新營區東興路163號,新營區,臺南市,73064,06-6357716#160~179,
臺南市社區心理衛生中心(林森),臺南市東區林森路1段418號,東區,臺南市,70151,06-3352982,
臺南市社區心理衛生中心(東興),臺南市新營區東興路163號,新營區,臺南市,73064,06-6377232,
衛生福利部嘉南療養院,臺南市仁德區中山路870巷80號,仁德區,臺南市,71742,06-2795019,
國立成功大學醫學院附設醫院,臺南市北區勝利路138號,北區,臺南市,70403,06-2353535,
臺南市立醫院,臺南市東區崇德路670號,東區,臺南市,70173,06-2609926,
衛生福利部臺南醫院,臺南市中西區中山路125號,中西區,臺南市,70043,06-2200055,
高雄榮民總醫院臺南分院,臺南市永康區復興路427號,永康區,臺南市,71051,06-3125101,
奇美醫療財團法人奇美醫院台南分院,臺南市南區樹林街2段442號,南區,臺南市,70246,06-2228116,
奇美醫療財團法人柳營奇美醫院,臺南市柳營區太康村201號,柳營區,臺南市,73657,06-6226999,
奇美醫療財團法人奇美醫院,臺南市永康區中華路901號,永康區,臺南市,71004,06-2812811,
郭綜合醫院,臺南市中西區民生路2段22號,中西區,臺南市,70054,06-2221111,
衛生福利部新營醫院,臺南市新營區信義街73號,新營區,臺南市,73042,06-6351131,
臺灣基督長老教會新樓醫療財團法人臺南新樓醫院,臺南市東區東門路1段57號,東區,臺南市,70142,06-2748316,
臺灣基督長老教會新樓醫療財團法人麻豆新樓醫院,臺南市麻豆區小埤里苓子林20號,麻豆區,臺南市,72152,06-5702228,
財團法人臺灣省私立臺南仁愛之家附設精神療養院,臺南市新化區中山路20號,新化區,臺南市,71243,06-5902336,
衛生福利部臺南醫院新化分院,臺南市新化區那拔里牧場72號,新化區,臺南市,71246,06-5911929,
臺南市立安南醫院-委託中國醫藥大學興建經營,臺南市安南區州南里 12 鄰長和路2段 66 號,安南區,臺南市,70965,06-3553111,
陳俊升精神科診所,臺南市新營區三民路76-8、9號,新營區,臺南市,73049,06-6335025,
晴光診所,臺南市善化區大成路202號1樓,善化區,臺南市,74169,06-5856629,
心寬診所,臺南市永康區中華路199號1樓,永康區,臺南市,71084,06-3131212,
麥田身心診所,臺南市永康區復國一路365號1-2樓,永康區,臺南市,71085,06-2311229,
胡崇元活泉診所,臺南市東區崇德路2-1號,東區,臺南市,70161,06-2681600,
春暉精神科診所,臺南市東區長榮路2段43號,東區,臺南市,70143,06-2373888,
王盈彬精神科診所,臺南市東區崇善路406號1樓,東區,臺南市,70169,06-2600661,
心樂活診所,臺南市東區凱旋路39號,東區,臺南市,70153,06-2383636,
蕭文勝診所,臺南市東區東門路2段205號,東區,臺南市,70164,06-2755088,
蔡明輝診所,臺南市東區崇學路176號,東區,臺南市,70156,06-3369595,
欣悅診所,臺南市南區夏林路101號1樓,南區,臺南市,70247,06-2283065,
翁桂芳精神科診所,臺南市中西區民權路1段14號,中西區,臺南市,70044,06-2217070,
韓內兒科診所,臺南市中西區民權路2段299號,中西區,臺南市,70042,06-2222303,
殷建智精神科診所,臺南市北區公園北路152號2樓之1,北區,臺南市,70048,06-2810008,
林日光診所,臺南市北區長榮路4段152號,北區,臺南市,70463,06-2376506,
許森彥精神科診所,臺南市北區育德路466號1-2樓,北區,臺南市,70465,06-2513283,
羅信宜精神科診所,臺南市北區長榮路4段141號1樓,北區,臺南市,70463,06-2002268,
吳吉得診所,臺南市安南區安和路5段280號,安南區,臺南市,70959,06-2553342,
安平診所,臺南市安平區安平路23號,安平區,臺南市,70850,06-2267939,
自在身心診所,臺南市中西區府前路1段194號1樓,中西區,臺南市,70046,06-2218003,
安芯診所,臺南市麻豆區民權路43-3號1樓,麻豆區,臺南市,72142,06-5727629,
心田診所,臺南市歸仁區民權南路23號1樓,歸仁區,臺南市,71148,06-3306768,
林忠義診所,臺南市東區崇信街138號1樓,東區,臺南市,70156,06-3310686,
第一聯合診所,臺南市北區勝利路421號,北區,臺南市,70456,06-2350116,
心悠活診所,臺南市北區裕民里金華路5段14號1樓,北區,臺南市,70458,06-2236766,
明澤欣心診所,臺南市永康區埔圍里永大路3段411號1、2樓,永康區,臺南市,71076,06-2012866,
林俞仲身心精神科診所,臺南市永康區西橋里中山南路31號1、2樓,永康區,臺南市,71075,06-3036006,
高雄市衛生局,高雄市苓雅區凱旋二路132號,苓雅區,高雄市,80276,07-7134000#936,
高雄市社區心衛中心-大順分部,高雄市三民區大順二路468號8樓之2,三民區,高雄市,80787,07-3874649~50,
高雄市立聯合醫院,高雄市鼓山區中華一路976號,鼓山區,高雄市,80457,07-5552565,
行政院國軍退除役官兵輔導委員會高雄榮民總醫院,高雄市左營區大中一路386號,左營區,高雄市,81362,07-3422121,
國軍高雄總醫院左營分院附設民眾診療服務處,高雄市左營區軍校路553號,左營區,高雄市,81342,07-5817121,
健仁醫院,高雄市楠梓區楠陽路136號,楠梓區,高雄市,81160,07-3517166,
財團法人私立高雄醫學大學附設中和紀念醫院,高雄市三民區十全一路100號,三民區,高雄市,80708,07-3121101,
靜和醫院,高雄市新興區民族二路178號,新興區,高雄市,80047,07-2229612,
高雄市立大同醫院(委託財團法人私立高雄醫學大學附設中和紀念醫院經營),高雄市前金區中華三路68號,前金區,高雄市,80145,07-2911361,
高雄市立凱旋醫院,高雄市苓雅區凱旋二路130號,苓雅區,高雄市,80276,07-7513171,
阮綜合醫療社團法人阮綜合醫院,高雄市苓雅區成功一路162號,苓雅區,高雄市,80249,07-3351121~31,
高雄市立民生醫院,高雄市苓雅區凱旋二路134號,苓雅區,高雄市,80276,07-7511131,
國軍高雄總醫院附設民眾診療服務處,高雄市苓雅區建軍路5號,苓雅區,高雄市,80285,07-7496751,
財團法人天主教聖功醫院,高雄市苓雅區建國一路352號,苓雅區,高雄市,80288,07-2238153,
高雄市立旗津醫院,高雄市旗津區廟前路1-1號,旗津區,高雄市,80541,07-5712891,
高雄市立小港醫院(委託財團法人私立高雄醫學大學經營),高雄市小港區山明路482號,小港區,高雄市,81267,07-8036783,
樂安醫院,高雄市岡山區通校路300號,岡山區,高雄市,82048,07-6256791,
國軍高雄總醫院岡山分院附設民眾診療服務處,高雄市岡山區大義二路1號,岡山區,高雄市,82050,07-6250919,
衛生福利部旗山醫院,高雄市旗山區中學路60號,旗山區,高雄市,84247,07-6613811,
建佑醫院,高雄市林園區東林西路360號,林園區,高雄市,83250,07-6437901,
財團法人台灣省私立高雄仁愛之家附設慈惠醫院,高雄市大寮區鳳屏一路509號,大寮區,高雄市,83142,07-7030315,
長庚醫療財團法人高雄長庚紀念醫院,高雄市鳥松區大埤路123號,鳥松區,高雄市,83301,07-7317123,
靜和醫院燕巢分院,高雄市燕巢區深水村深水路3-20號,燕巢區,高雄市,82444,07-6156555,
義大醫療財團法人義大醫院,高雄市燕巢區角宿村義大路1號,燕巢區,高雄市,82445,07-6150011,
信元內科精神科聯合診所,高雄市鳳山區建國路2段158號,鳳山區,高雄市,83041,07-7415955,
文榮光診所,高雄市鳳山區建國路3段57號,鳳山區,高雄市,83044,07-7452103,
快樂心靈診所,高雄市鳳山區五甲二路315號,鳳山區,高雄市,83092,07-7686789,
張簡精神科診所,高雄市鳳山區五甲一路600號,鳳山區,高雄市,83072,07 7632048,
文鳳診所,高雄市鳳山區文鳳路5號,鳳山區,高雄市,83048,07-7807333,
欣明精神科診所,高雄市旗山區旗南一路134-10號,旗山區,高雄市,84242,07-6627802,
樂群診所,高雄市鼓山區中華一路970號,鼓山區,高雄市,80457,07-5555596,
元和雅聯合診所,高雄市鼓山區中華一路347號,鼓山區,高雄市,80455,07-5550056,
李全忠診所,高雄市左營區自由三路528號,左營區,高雄市,81364,07-3496555,
陽光診所,高雄市左營區自由三路176號,左營區,高雄市,81363,07-3412598,
耕心療癒診所,高雄市左營區曾子路332號,左營區,高雄市,81364,07-3592011,
心方診所,高雄市左營區華夏路729號1樓,左營區,高雄市,81368,07-3450697,
河堤診所,高雄市左營區裕誠路190號,左營區,高雄市,81366,07-5575658,
心晴診所,高雄市左營區民族一路1032號,左營區,高雄市,81362,07-3463099,
哲民診所,高雄市左營區明誠二路500號,左營區,高雄市,81359,07-5570500,
心樂診所,高雄市左營區榮佑路9號1樓、夾層,左營區,高雄市,81362,07-3421968,
膚康診所,高雄市左營區自由三路266之5號1樓,左營區,高雄市,81364,07-3502209,
郭玉柱診所,高雄市楠梓區軍校路838號,楠梓區,高雄市,81143,07-3661166,
祈福診所,高雄市楠梓區楠梓新路271號,楠梓區,高雄市,81166,07-3531117,
拉法診所,高雄市三民區陽明路105號,三民區,高雄市,80773,07-3854591,
正中診所,高雄市三民區正忠路18號,三民區,高雄市,80782,07-3809900,
茂德診所,高雄市三民區自由一路14號,三民區,高雄市,80754,07-3122238,
覺民診所,高雄市三民區澄清路387號,三民區,高雄市,80770,07-3386101,
劉精神科診所,高雄市三民區建國一路504號,三民區,高雄市,80760,07-2229450,
磐石診所,高雄市三民區明誠一路710號1樓,三民區,高雄市,80794,07-3100969,
舒心身心診所,高雄市三民區吉林街150號2樓,三民區,高雄市,80754,07-3116116,
開心診所,高雄市三民區敦煌路82號1樓,三民區,高雄市,80794,07-3929988,
文信診所,高雄市新興區南台路68-1號,新興區,高雄市,80054,07-2850119,
謝前亮診所,高雄市新興區六合路167號1樓,新興區,高雄市,80048,07-2259763,
高安診所,高雄市新興區中山一路59號,新興區,高雄市,80049,07-2727662,
柯偉恭診所,高雄市新興區民族二路102-9號,新興區,高雄市,80052,07-2261359,
青欣診所,高雄市新興區中正二路212號,新興區,高雄市,80047,07-2254800,
信恩診所,高雄市新興區六合一路90-1號,新興區,高雄市,80055,07-2384119,
喜洋洋心靈診所,高雄市新興區文橫二路169號2樓,新興區,高雄市,80044,07-2213924,
楊寬弘診所,高雄市苓雅區凱旋二路128號,苓雅區,高雄市,80276,07-7241299,
靜安神經精神內科診所,高雄市苓雅區大順三路197號,苓雅區,高雄市,80292,07-7519025,
家慈診所,高雄市苓雅區永康街118號,苓雅區,高雄市,80242,07-3333375,
展穎診所,高雄市苓雅區四維一路157號,苓雅區,高雄市,80275,07-7130822,
徐獨立診所,高雄市苓雅區武慶三路144號,苓雅區,高雄市,80273,07-7133284,
童春診所,高雄市苓雅區武慶三路98號,苓雅區,高雄市,80273,07-7210983,
琉璃光精神科診所,高雄市苓雅區四維一路296號,苓雅區,高雄市,80275,07-7160887,
楊明仁診所,高雄市苓雅區憲政路258-1號,苓雅區,高雄市,80293,07-2232223,
大和診所,高雄市苓雅區光華一路148之99號,苓雅區,高雄市,80253,07-2295666,
大福診所,高雄市前鎮區光華二路159號,前鎮區,高雄市,80654,07-3317601,
養全診所,高雄市前鎮區復興三路311號,前鎮區,高雄市,80654,07-3344006,
誼安診所,高雄市小港區康莊路150號,小港區,高雄市,81254,07-8069353,
國良診所,高雄市路竹區大社路27號,路竹區,高雄市,82143,07-6076686,
維心診所,高雄市岡山區岡山路314號,岡山區,高雄市,82049,07-6231829,
屏東縣衛生局,屏東縣屏東市自由路272號,屏東市,屏東縣,90054,08-7370002 ,
屏東縣社區心理衛生中心,屏東縣屏東市自由路272號,屏東市,屏東縣,90054,08-7370123,
國軍高雄總醫院附設屏東民眾診療服務處,屏東縣屏東市大湖路58巷22號,屏東市,屏東縣,90092,08-7560756,
寶建醫療社團法人寶建醫院,屏東縣屏東市中山路123號,屏東市,屏東縣,90064,08-7665995,
衛生福利部屏東醫院,屏東縣屏東市自由路270號,屏東市,屏東縣,90054,08-7363011,
屏基醫療財團法人屏東基督教醫院,屏東縣屏東市大連路60號,屏東市,屏東縣,90059,08-7363026,
輔英科技大學附設醫院,屏東縣東港鎮中山路5號,東港鎮,屏東縣,92847,08-8323146,
安泰醫療社團法人安泰醫院,屏東縣東港鎮中正路1段210號,東港鎮,屏東縣,92842,08-8329966,
屏安醫院,屏東縣長治鄉信義路129號,長治鄉,屏東縣,90844,08-7622670,
高雄榮民總醫院屏東分院,屏東縣內埔鄉龍潭村昭勝路安平1巷1號,內埔鄉,屏東縣,91245,08-7704115,
佑青醫療財團法人佑青醫院,屏東縣內埔鄉建興村建興路218巷19號,內埔鄉,屏東縣,91246,08-7705115,
迦樂醫療財團法人迦樂醫院,屏東縣新埤鄉箕湖村進化路12之200號,新埤鄉,屏東縣,92541,08-7981511,
屏安醫院附設門診部,屏東縣屏東市瑞光路2段250號之1,屏東市,屏東縣,92541,08-7378888,
恆基醫療財團法人恆春基督教醫院,屏東縣恆春鎮恆西路21號,恆春鎮,屏東縣,94642,08-8892293,
衛生福利部恆春旅遊醫院,屏東縣恆春鎮恆南路188號,恆春鎮,屏東縣,94641,08-8892704,
宏仁內科神經科精神科診所,屏東縣潮州鎮育英路95號,潮州鎮,屏東縣,92045,08-7882121,
興安診所,屏東縣屏東市自由路463號,屏東市,屏東縣,90074,08-7346666,
寬心診所,屏東縣屏東市武廟里中山路40號,屏東市,屏東縣,90075,08-7333555,
泰祥診所,屏東縣潮州鎮新生路111號3樓,潮州鎮,屏東縣,92046,08-7881777,
澎湖縣衛生局,澎湖縣馬公市中正路115號,馬公市,澎湖縣,88041,06-9272162#232、228,
澎湖縣社區心理衛生中心,澎湖縣馬公市中正路115號,馬公市,澎湖縣,88041,"06-9272162#309
06-9269051",
行政院衛生署澎湖醫院,澎湖縣馬公市中正路10號,馬公市,澎湖縣,88041,06-9261151#50822,
三軍總醫院澎湖分院附設民眾診療服務處,澎湖縣馬公市前寮里90號,馬公市,澎湖縣,88056,06-9211116,
陽明診所,澎湖縣馬公市陽明路37號,馬公市,澎湖縣,88045,06-9266633,
花蓮縣衛生局,花蓮縣花蓮市新興路200號,花蓮市,花蓮縣,97058,03-8233251,
花蓮縣社區心理衛生中心,花蓮縣花蓮市林森路391號,花蓮市,花蓮縣,97050,03-8351885,
衛生福利部花蓮醫院,花蓮縣花蓮市中正路600號,花蓮市,花蓮縣,97061,03-8358141,
臺灣基督教門諾會醫療財團法人門諾醫院,花蓮縣花蓮市民權路44號,花蓮市,花蓮縣,97059,03-8241234,
佛教慈濟醫療財團法人花蓮慈濟醫院,花蓮縣花蓮市中央路3段707號,花蓮市,花蓮縣,97002,03-8561825,
行政院國軍退役官兵輔導委員會鳳林榮民醫院,花蓮縣鳳林鎮中正路1段2號,鳳林鎮,花蓮縣,97544,03-8763331,
佛教慈濟醫療財團法人玉里慈濟醫院,花蓮縣玉里鎮民權街1-1號,玉里鎮,花蓮縣,98141,03-8882718,
行政院國軍退除役官兵輔導委員會玉里榮民醫院,花蓮縣玉里鎮新興街91號,玉里鎮,花蓮縣,98142,03-8883141,
衛生福利部玉里醫院,花蓮縣玉里鎮中華路448號,玉里鎮,花蓮縣,98147,03-8886141,
國軍花蓮總醫院附設民眾診療服務處,花蓮縣新城鄉嘉里路163號,新城鄉,花蓮縣,97144,03-8263151,
臺灣基督教門諾會醫療財團法人門諾醫院壽豐分院,花蓮縣壽豐鄉共和村魚池52號,壽豐鄉,花蓮縣,97446,03-8664600,
同心診所,花蓮縣花蓮市富國路139號,花蓮市,花蓮縣,97068,03-8567803,
中山身心診所,花蓮縣花蓮市中山路541號,花蓮市,花蓮縣,97053,03-8315589,
臺東縣衛生局,臺東縣臺東市博愛路336號,臺東市,臺東縣,95043,089-331171,
臺東縣社區心理衛生中心,臺東縣臺東市博愛路336號,臺東市,臺東縣,95043,089-336575,
行政院國軍退除役官兵輔導委員會台東榮民醫院,臺東縣臺東市更生路1000號,臺東市,臺東縣,95050,089-222995,
東基醫療財團法人台東基督教醫院,臺東縣臺東市開封街350號,臺東市,臺東縣,95048,089-960888,
衛生福利部署臺東醫院,臺東縣臺東市五權街1號,臺東市,臺東縣,95043,089-324112,
馬偕紀念醫院臺東分院,臺東縣臺東市長沙街303巷1號,臺東市,臺東縣,95054,089-310150,
財團法人佛教慈濟綜合醫院關山分院,臺東縣關山鎮和平路125-5號,關山鎮,臺東縣,95655,089-814880,
楊國明身心科診所,臺東縣臺東市南京路145號,臺東市,臺東縣,95051,089-346379,
